Issued_Date,Permit__,Status,Designation,Project_Description,Permit_Type,Address,Valuation,Fees_Paid,Square_Feet,Finaled_Date,ObjectId
2022/04/08 05:00:00+00,2022-04-1710,Project Finaled / Closed,Commercial,"Install direct mount channel letters on south elevation wall
REVISED PLANS SUBMITTED ON 05/23/2022, APPROVED 05/23/2022. 61.28SF REVISION",Sign,"6191 N STATE HWY 161 SERVICE RD, IRVING TX 75063","$3,000.00",$100.00,73.26,2022/11/01 05:00:00+00,459
2022/04/08 05:00:00+00,2022-03-798,Expired,Commercial,AT&T to Upgrade an existing telecommunications tower. See plans for more details.,Miscellaneous - C,"3718 N STORY RD, Irving TX 75062","$15,000.00",$52.00,2604,,460
2022/04/08 05:00:00+00,2022-04-1775,Project Finaled / Closed,Commercial,"***5 NEW WALL SIGNS AND 1 MULTI-TENANT REFACE***
1 NEW 376.83SF WALL SIGN 
1 NEW 34SF WALL SIGN
1 NEW 25SF WALL SIGN
1 NEW 56.69SF WALL SIGN
1 NEW 126SF WALL SIGN
1 REFACE 46SF MULTI-TENANT SIGN",Sign,"2200 W SHADY GROVE RD, IRVING TX 75060","$12,200.00",$0.00,0,2023/05/01 05:00:00+00,461
2022/04/08 05:00:00+00,2022-03-800,Project Finaled / Closed,Commercial,"Working on one side of driveway at a time. Saw-cut and remove damaged concrete. Repair and compact roadbed. Dowel in 18"" oc, #4 rebar 18"" ocew. Place 8"" of 4000 psi concrete and finish to match existing. (Curbs and Approach not included)",Flatwork,"6200 LOVE DR, Irving TX 75039","$18,820.00",$0.00,300,2022/05/06 05:00:00+00,462
2022/04/08 05:00:00+00,2022-03-1412,Project Finaled / Closed,Commercial,7-11#   35972-WIN Coffee Equipment Upgrades. Changing and relocating existing receptacles for coffee equipment.   Adding 3-5 Electrical circuits.,Electrical Standalone,"6401 RIVERSIDE DR, Irving TX 75039","$3,500.00",$52.00,3080,2022/11/01 05:00:00+00,463
2022/04/08 05:00:00+00,2022-04-1760,Withdrawn,Commercial,"Relocating hot water heater feed and dishwasher.  Install 2 outlets.  Rearrange light fixtures. ***VOIDED -- SEE BUILDING PERMIT #2022-06-4025***
(see voided electrical permit 2022-04-1760)",Electrical Standalone,"4441 W AIRPORT FWY, 170, IRVING TX 75062","$2,000.00",$52.00,1200,,464
2022/05/05 05:00:00+00,2022-03-1425,Project Finaled / Closed,Commercial,7-11#   38151-WIN Coffee Equipment Upgrades. Replacing like for like equipment and adding some new appliances.  Changing and relocating existing receptacles for coffee equipment.   Adding 3-5 Electrical circuits.,Alteration/Renovation,"8235 ESTERS BLVD, Irving TX 75063","$3,500.00",$551.40,3010,2022/11/08 06:00:00+00,465
2022/04/08 05:00:00+00,2022-04-1784,Expired,Commercial,Face Change on Existing Pylon Sign,Sign,"1501 S Loop 12, Irving  TX 75060","$2,500.00",$35.00,50,,466
2022/04/10 05:00:00+00,B2201-0053,Project Finaled / Closed,Commercial,Remediation of sidewalk paving and subgrade failures around the building perimeter.,Miscellaneous - C,"7170 N STATE HIGHWAY 161, IRVING TX 75063","$25,000.00",$130.00,0,,467
2022/04/10 05:00:00+00,B2202-0070,Project Finaled / Closed,Commercial,NEW MEDICAL OFFICE BUILDING AND MEZZANINE AREA (SINGLE STORY).  OUTPATIENT CLINIC.,New Construction,"4033 W AIRPORT FWY, IRVING TX 75061","$5,253,915.00","$3,297.50",10610,2023/02/20 06:00:00+00,468
2022/04/10 05:00:00+00,2022-04-1741,Project Finaled / Closed,Commercial,NEW EXTERIOR WALL OUTLET FOR CHARGER BEING ADDED. 70 AMPS 208 VOLTS,Electrical Standalone,"1635 MARKET PLACE BLVD, IRVING TX 75063","$2,400.00",$52.00,0,2022/04/26 05:00:00+00,469
2022/04/10 05:00:00+00,2022-04-1739,Project Finaled / Closed,Commercial,ADDING NEW EXTERIOR WALL OUTLET FOR CHARGING. 70 AMPS 208 VOLTS,Electrical Standalone,"4100 W AIRPORT FWY, IRVING TX 75061","$2,400.00",$52.00,0,2022/05/17 05:00:00+00,470
2022/04/11 05:00:00+00,2022-04-1585,Project Finaled / Closed,Commercial,Need to replace the device on the irrigation system - 1''.,Plumbing Standalone,"1030 W JOHN W. CARPENTER FWY, IRVING TX 75038","$2,000.00",$52.00,15,2022/04/14 05:00:00+00,471
2022/04/11 05:00:00+00,2022-04-1752,Expired,Commercial,New irrigation and landscape,Irrigation Permit,"111 W JOHN W CARPENTER FWY, IRVING TX ","$842,651.00",$160.00,100,,472
2022/04/11 05:00:00+00,2022-03-871,Project Finaled / Closed,Commercial,Expansion of existing suite 610 for new tenant,Alteration/Renovation,"5525 N MACARTHUR BLVD, 610, Irving TX 75038","$73,541.00",$903.98,4273,2022/05/16 05:00:00+00,473
2022/04/11 05:00:00+00,2022-03-1039,Expired,Commercial,ORNAMENTAL 8'X1850 COMMERCIAL FENCE,Fence,"6351 LONGHORN DR, IRVING TX 75063","$1,218,828.00",$50.00,0,,474
2022/04/11 05:00:00+00,2022-03-1132,Project Finaled / Closed,Commercial,replace irrigation double check and replace soda RPZ,Plumbing Standalone,"1310 W Pioneer Dr, Irving TX 75061",$500.00,$52.00,1000,2022/04/20 05:00:00+00,475
2022/04/11 05:00:00+00,2022-03-1376,Project Finaled / Closed,Commercial,"Installation of illuminated channel letters on raceway N elevation ""Public Storage"" wall sign 1",Sign,"1212 E Airport Fwy, Irving TX 75061","$1,500.00",$50.00,44,2022/06/16 05:00:00+00,476
2022/04/11 05:00:00+00,2022-03-1378,Project Finaled / Closed,Commercial,"Installation of illuminated channel letters - backer panel W elevation ""Public Storage"" Wall Sign 2",Sign,"1212 E AIRPORT FWY, IRVING TX 75061","$2,400.00",$100.00,97.2,2022/06/16 05:00:00+00,477
2022/04/11 05:00:00+00,2022-03-1379,Project Finaled / Closed,Commercial,"Reface of illuminated ""Public Storage"" D/F Pylon Sign 3",Sign,"1212 E AIRPORT FWY, IRVING TX 75061","$4,500.00",$75.00,150.5,2022/06/16 05:00:00+00,478
2022/04/11 05:00:00+00,2022-03-1380,Project Finaled / Closed,Commercial,"Installation of ""Rental Office"" FCO Letters - E elevation Wall Sign 4",Sign,"1212 E AIRPORT FWY, IRVING TX 75061",$250.00,$50.00,6,2022/06/16 05:00:00+00,479
2022/04/11 05:00:00+00,2022-03-1381,Project Finaled / Closed,Commercial,"Installation of ""Loading"" FCO Letters on Backer Wall Sign 6",Sign,"1212 E AIRPORT FWY, IRVING TX 75061",$250.00,$50.00,6,2022/06/16 05:00:00+00,480
2022/04/11 05:00:00+00,2022-03-1382,Project Finaled / Closed,Commercial,"Installation of ""Loading"" FCO Letters on Backer Wall Sign 7",Sign,"1212 E Airport Fwy, Irving TX 75061",$250.00,$50.00,6,2022/06/16 05:00:00+00,481
2022/04/11 05:00:00+00,2022-04-1762,Project Finaled / Closed,Commercial,"Clean and show for meter release

***reference CO- 2022-04-1553***",Electrical Standalone,"124 E IRVING BLVD, IRVING TX 75060",$100.00,$52.00,1500,2022/04/19 05:00:00+00,482
2022/04/11 05:00:00+00,2022-04-1671,Expired,Commercial,Re-roof,Roof,"3501 BLOCK DR, IRVING TX 75038","$160,000.00",$100.00,60000,,483
2022/04/11 05:00:00+00,2022-04-1714,Project Finaled / Closed,Commercial,"house lights- ownership change, release meter",Electrical Standalone,"3201 W Royal Lane, Irving TX 75063",$0.00,$52.00,57088,2022/04/12 05:00:00+00,484
2022/04/11 05:00:00+00,2022-03-1180,Project Finaled / Closed,Commercial,installation of LED illuminated directional signs,Sign,"3405 N BELT LINE RD, irving TX 75062","$1,000.00",$100.00,2.75,2022/06/13 05:00:00+00,485
2022/04/12 05:00:00+00,2022-04-1837,Expired,Commercial,COOLERS INSTALLATION,Mechanical Standalone,"1421 N BELT LINE RD, IRVING TX 75061","$15,000.00",$52.00,0,,486
2022/04/12 05:00:00+00,2022-04-1567,Project Finaled / Closed,Commercial,SUB-CO: 3A MEDICAL MANAGEMENT,Certificate of Occupancy,"8722 N ROYAL LN, B, IRVING TX 75063",$0.00,$105.00,400,2022/04/25 05:00:00+00,487
2022/04/12 05:00:00+00,2022-04-1850,Expired,Commercial,"INSTALL NEW FLOORING AND TOUCH UP WALLS & CEILINGS , LIGHTING (PHASE 1 OF FUTURE MERGE WITH 1411 N BELT LINE RD)",Alteration/Renovation,"1409 N BELT LINE RD, IRVING TX 75061","$10,000.00",$482.50,960,,488
2022/04/12 05:00:00+00,2022-03-682,Project Finaled / Closed,Commercial,Interior Remodel,Alteration/Renovation,"511 E JOHN W CARPENTER FWY, 250, Irving TX 75039","$135,000.00","$1,385.05",6986,2022/06/22 05:00:00+00,489
2022/04/12 05:00:00+00,2022-04-1818,Expired,Commercial,gas final,Plumbing Standalone,"1204 N NURSERY RD, IRVING TX 75061",$500.00,$52.00,0,,490
2022/04/13 05:00:00+00,2022-03-899,Project Finaled / Closed,Commercial,"RENOVATION OF MENS RESTROOM TO MAKE FAMILY RESTROOMS, RENOVATE WOMENS RESTROOM TO A UTILITY ROOM & STORAGE ROOM, PLUMBING WORK.  (FEES WAIVED FOR CITY OF IRVING)",Alteration/Renovation,"530 DAVIS DR, Irving TX 75061","$118,000.00",$0.00,400,2023/05/15 05:00:00+00,491
2022/04/13 05:00:00+00,2022-03-939,Project Finaled / Closed,Commercial,"Remodel of existing empty grocery store space for a new Albertson's grocery store. Complete interior remodel - partial demo and new construction of interior walls, FF&E. Exterior scope limited to accessible ramps at front entrance, partial demo and repaving of alley pavement around rear loading dock area, new rooftop equipment. Exterior signage, site lighting, and finishes are being submitted under separate permits and are not included in this scope. (FEES WAIVED--ECONOMIC AGREEMENT)",Alteration/Renovation,"2200 W SHADY GROVE RD, Irving TX 75060","$2,000,000.00",$0.00,48314,2023/04/13 05:00:00+00,492
2022/04/13 05:00:00+00,2022-04-1889,Project Finaled / Closed,Commercial,replace water heater apartment 1614,Plumbing Standalone,"1000 SAN JACINTO DR, 1614, IRVING TX 75063",$750.00,$52.00,1000,2022/04/20 05:00:00+00,493
2022/04/13 05:00:00+00,2022-04-1707,Expired,Commercial,6'x190' WOOD W/METAL POST,Fence,"2901 N MACARTHUR BLVD, IRVING TX 75062","$7,250.00",$75.00,0,,494
2022/04/13 05:00:00+00,2022-03-524,Project Finaled / Closed,Commercial,COMMERCIAL BUILDING >> OFFICE (BUSINESS) >> Multiview Interior Remodel,Alteration/Renovation,"7701 LAS COLINAS RIDGE, 5TH FLR, Irving TX 75063","$833,334.00","$4,263.60",24707,2022/06/09 05:00:00+00,495
2022/04/13 05:00:00+00,2022-03-525,Project Finaled / Closed,Commercial,COMMERCIAL BUILDING >> OFFICE (BUSINESS) >> Multiview Interior Remodel,Alteration/Renovation,"7701 LAS COLINAS RIDGE, 7TH FLR, Irving TX 75063","$833,334.00","$4,229.06",0,2022/08/23 05:00:00+00,496
2022/04/13 05:00:00+00,2022-03-526,Project Finaled / Closed,Commercial,COMMERCIAL BUILDING >> OFFICE (BUSINESS) >> Multiview Interior Remodel (BLDG & ELECTRICAL WITH A C/O),Alteration/Renovation,"7701 LAS COLINAS RIDGE, 8TH FLR, Irving TX 75063","$833,334.00","$4,160.79",24049,2022/10/13 05:00:00+00,497
2022/04/13 05:00:00+00,2022-04-1890,Project Finaled / Closed,Commercial,"Replace domestic water 3"" RPZ assembly",Plumbing Standalone,"8880 ESTERS BLVD, IRVING TX 75063","$2,000.00",$52.00,0,2022/04/21 05:00:00+00,498
2022/04/13 05:00:00+00,2022-04-1759,Expired,Commercial,"Build an enclosure for a dumpster, Board on Board Cedar enclosure",Fence,"518 N BRITAIN RD, IRVING TX 75061","$2,000.00",$50.00,1200,,499
2022/04/13 05:00:00+00,2022-04-1797,Expired,Commercial,Electrical Meter Release (ESIID# 10443720008963415) Suite 120B,Electrical Standalone,"9001 STERLING ST, 120B, IRVING TX 75063","$2,500.00",$52.00,50000,,500
2022/04/13 05:00:00+00,S2112-0046,Project Finaled / Closed,Commercial,SIGN>>MONUMENT SIGN>>NEW 87SF MULTI-TENANT SIGN,Sign,"8222 N BELT LINE RD, IRVING TX 75063","$28,000.00",$100.00,0,2022/04/15 05:00:00+00,501
2022/04/13 05:00:00+00,2022-04-1697,Expired,Commercial,Replacing existing metal fence with cedar wood fence,Fence,"8220 ESTERS BLVD, IRVING TX 75063","$1,200.00",$50.00,0,,502
2022/04/13 05:00:00+00,2022-04-1698,Expired,Commercial,"Adding individual canopies with 8 foot apart for the existing project ""The Landing and and Grill""",Accessory Structure,"8220 ESTERS BLVD, IRVING TX 75063","$3,400.00",$52.00,324,,503
2022/05/05 05:00:00+00,2022-05-2680,Project Finaled / Closed,Commercial,Installing lighted sign on raceway,Sign,"2150 Market Pl Blvd #120, Irving TX 75063","$4,600.00",$200.00,72.5,2022/07/07 05:00:00+00,504
2022/05/05 05:00:00+00,2022-05-2678,Project Finaled / Closed,Commercial,Installing lighted sign,Sign,"2150 Market Pl Blvd #180, Irving TX 75063","$3,500.00",$200.00,88,2022/07/07 05:00:00+00,505
2022/05/05 05:00:00+00,2022-05-2632,Project Finaled / Closed,Commercial,GAS TEST - Air test an existing gas line,Plumbing Standalone,"1206 LUKE ST, IRVING TX 75061","$2,000.00",$52.00,1,2022/05/06 05:00:00+00,506
2022/05/05 05:00:00+00,2022-05-2679,Project Finaled / Closed,Commercial,"Replace 1/2"" RPZ under hand sink in front part of store (AUNTIE ANNE'S SOFT PRETZELS(main&kiosk))",Plumbing Standalone,"3651 IRVING MALL, IRVING TX 75062","$1,650.00",$52.00,0,2022/05/10 05:00:00+00,507
2022/05/05 05:00:00+00,2022-04-1992,Project Finaled / Closed,Commercial,New led lit channel letters.,Sign,"4440 W AIRPORT FWY, IRVING TX 75061","$3,500.00",$150.00,125.4,2022/10/13 05:00:00+00,508
2022/05/05 05:00:00+00,2022-04-1991,Project Finaled / Closed,Commercial,New led lit channel letters.,Sign,"4440 W AIRPORT FWY, IRVING TX 75061","$3,000.00",$150.00,101.35,2022/10/13 05:00:00+00,509
2022/05/05 05:00:00+00,2022-04-1989,Project Finaled / Closed,Commercial,New led lit channel letters.,Sign,"4440 W AIRPORT FWY, IRVING TX 75061","$1,000.00",$100.00,60.19,2022/10/13 05:00:00+00,510
2022/05/06 05:00:00+00,2022-04-1993,Project Finaled / Closed,Commercial,New led lit channel letters.,Sign,"4440 W AIRPORT FWY, IRVING TX 75061","$3,330.00",$100.00,93.55,2022/10/13 05:00:00+00,511
2022/05/06 05:00:00+00,2022-05-2681,Project Finaled / Closed,Commercial,"Sign B: Set of 7"" non-illuminated Rental Office acrylic letters on a backer panel on the West elevation.",Sign,"1210 N BELT LINE RD, IRVING TX 75061","$2,000.00",$110.00,2.71,2022/06/29 05:00:00+00,512
2022/05/06 05:00:00+00,2022-03-1056,Project Finaled / Closed,Commercial,Remodel of the Central Tower Lobby,Alteration/Renovation,"5215 N O'CONNOR BLVD, LOBBY, Irving TX 75039","$2,120,252.00",$999.70,4784,2023/02/22 06:00:00+00,513
2022/05/06 05:00:00+00,2022-02-415,Project Finaled / Closed,Commercial,Creating Tenant Lounge in West Tower,Alteration/Renovation,"5205 N O'CONNOR BLVD, 120, Irving TX 75039","$912,000.00","$1,218.50",5320,2022/10/19 05:00:00+00,514
2022/04/13 05:00:00+00,2022-04-1827,Expired,Commercial,FABRICATE AND INSTALL LIGHTED CHANNEL LETTER SIGN,Sign,"1716 N STORY RD, IRVING TX 75061","$4,900.00",$150.00,140,,515
2022/05/06 05:00:00+00,2022-04-1586,Expired,Commercial,"RECONFIGURE DOORS, REMOVING DOUBLE ENTRY DOORS REPLACING WITH ROLL UP DOORS (4) AND ADDING 3 SWING HOLLOW METAL DOORS",Alteration/Renovation,"1007 N O'CONNOR RD, AUX BLDG, IRVING TX ","$10,000.00",$0.00,5000,,516
2022/05/06 05:00:00+00,2022-04-1828,Project Finaled / Closed,Commercial,"The Scope of this project is a non-structural interior remodel/finish-out of an existing suite. Scope includes some HVAC, Electrical, and Plumbing.",Alteration/Renovation,"400 W INTERSTATE HWY 635, 220, Irving TX 75063","$180,000.00",$482.50,2790,2022/05/31 05:00:00+00,517
2022/04/13 05:00:00+00,2022-04-1857,Expired,Commercial,reface existing pole sign,Sign,"2310 ROCK ISLAND RD, iRVING TX 75060",$500.00,$35.00,33,,518
2022/05/06 05:00:00+00,2022-05-2685,Expired,Commercial,Install new underground utilities. The total being 4800 linear feet of RCP storm pipe and 200 linear feet of sewer pipe.,Plumbing Standalone,"9000 Freeport Pk, Irving TX 75063","$500,000.00",$424.00,5000,,519
2022/04/13 05:00:00+00,2022-03-1227,Expired,Commercial,"INTERIOR DEMO (NO MEP'S, will leave till remodel permit)",Demolition,"5238 N O'CONNOR BLVD, 134, Irving TX 75039","$5,000.00",$52.00,2780,,520
2022/05/06 05:00:00+00,2022-05-2709,Expired,Commercial,Installing 84 concrete pilings,Foundation Repair,"3303 ESTERS RD, IRVING TX 75062","$36,400.00",$125.00,99636,,521
2022/04/13 05:00:00+00,2022-04-1882,Expired,Commercial,"CO: ROADSTAR MECHANIC AND COLLISION CENTER

**NAME CHANGE ONLY** **REQUESTED A REFUND**",Certificate of Occupancy,"2532 E GRAUWYLER RD, IRVING TX 75061",$0.00,$140.00,10613,,522
2022/04/13 05:00:00+00,2022-04-1918,Expired,Commercial,running new circuit for drive thru menu board,Electrical Standalone,"1025 W AIRPORT FWY, IRVING TX 75062","$1,500.00",$52.00,30,,523
2022/05/06 05:00:00+00,2022-05-2721,Project Finaled / Closed,Commercial,UTILITY RELEASE-  SWITCH SERVICES TO NEW OWNERSHIP  ESI# 10443720002164052,Electrical Standalone,"5601 EXECUTIVE DR, IRVING TX 75038",$0.00,$52.00,0,2022/05/09 05:00:00+00,524
2022/04/14 05:00:00+00,CO2008-0019,Project Finaled / Closed,Commercial,CERTIFICATE OF OCCUPANCY>>CERTIFICATE OF OCCUPANCY>>CO-W STORES 1 LLC,Certificate of Occupancy,"2112 N O'CONNOR RD, IRVING TX 75061",$0.00,$105.00,0,2022/04/14 05:00:00+00,525
2022/04/14 05:00:00+00,2022-04-1718,Project Finaled / Closed,Commercial,CO- SMOKING VAQUERO SMOKE SHOP,Certificate of Occupancy,"1428 N IRVING HEIGHTS DR, IRVING TX 75061",$0.00,$105.00,800,2022/04/14 05:00:00+00,526
2022/05/06 05:00:00+00,2022-05-2657,Project Finaled / Closed,Commercial,Remove and replace existing 6' tall chainlink fence with new 8' tall black vinyl coated chainlink fence.,Fence,"520 W AIRPORT FWY, IRVING TX 75061","$16,800.00",$50.00,0,2022/06/03 05:00:00+00,527
2022/04/14 05:00:00+00,2022-04-1945,Project Finaled / Closed,Commercial,REPLACE BURNED WIRES IN THE SERVICE( HOUSE LIGHT ESID# ESI #10443720007159392),Electrical Standalone,"7600 N MACARTHUR BLVD, 110, IRVING TX 75063","$1,000.00",$52.00,1500,2022/04/25 05:00:00+00,528
2022/05/06 05:00:00+00,2022-05-2598,Expired,Commercial,Temporary fence around the jobsite. 6' Chain Link,Fence,"5425 FAA BLVD, IRVING TX 75061","$2,900.00",$50.00,0,,529
2022/04/14 05:00:00+00,2022-04-1944,Project Finaled / Closed,Commercial,Replace old cast iron and update to PVC,Plumbing Standalone,"1025 METKER ST, IRVING TX 75062","$28,189.75",$52.00,0,2022/04/25 05:00:00+00,530
2022/05/09 05:00:00+00,2022-05-2744,Expired,Commercial,Replace 5 chilled AHU RTU's,Mechanical Standalone,"3330 W ROYAL LN, IRVING TX 75063","$330,000.00",$52.00,49379,,531
2022/04/14 05:00:00+00,2022-04-1960,Expired,Commercial,NEW CO FOR: Vivelo Fashion,Certificate of Occupancy,"3880 IRVING MALL, 3805, IRVING TX 75062",$0.00,$105.00,900,,532
2022/05/09 05:00:00+00,2022-03-1189,Project Finaled / Closed,Commercial,"Only add two set of doors, existing case openings.",Alteration/Renovation,"2930 N Skyway Cir, Irving TX 75038","$11,894.51",$52.00,14377,2022/05/20 05:00:00+00,533
2022/04/14 05:00:00+00,B2111-0159,Project Finaled / Closed,Commercial,COMMERCIAL BUILDING>>OFFICE (BUSINESS)>>Restroom and Lobby Renovation-2ND FLR,Alteration/Renovation,"1255 CORPORATE DR 2ND FLR, 2ND FLR, IRVING TX 75038","$162,000.00",$482.50,2100,2022/06/21 05:00:00+00,534
2022/05/09 05:00:00+00,2022-05-2752,Project Finaled / Closed,Commercial,reroof,Roof,"1007 N O'CONNOR RD, Irving TX 75061","$140,000.00",$0.00,191165,2022/07/15 05:00:00+00,535
2022/04/14 05:00:00+00,B2112-0006,Project Finaled / Closed,Commercial,"Office / Warehouse Finishout, with show kitchen",Alteration/Renovation,"8925 STERLING ST, 340, Irving TX 75063","$150,000.00","$1,002.50",4800,2022/12/02 06:00:00+00,536
2022/04/14 05:00:00+00,B2201-0104,Expired,Commercial,COMMERCIAL BUILDING >> SWIMMING POOL/SPA >> New Pool build,Swimming Pool/Spa,"2050 - 2070 TEXAS PLAZA DR, IRVING TX 75062","$431,649.00",$320.00,0,,537
2022/05/09 05:00:00+00,2022-04-1655,Expired,Commercial,REPLACE WALK IN COOLER PANELS AND DOORS,Alteration/Renovation,"1901 E UNION BOWER RD, IRVING TX 75061","$14,000.00",$208.00,0,,538
2022/04/14 05:00:00+00,2022-04-1979,Project Finaled / Closed,Commercial,Replace Meter base and Disconnect,Electrical Standalone,"2316 ROCK ISLAND RD, IRVING TX 75060","$2,000.00",$52.00,5700,2022/05/05 05:00:00+00,539
2022/05/09 05:00:00+00,2022-05-2734,Expired,Commercial,WALLL SIGN 51SF,Sign,"7979 N MACARTHUR BLVD, 120, IRVING TX 75063","$5,115.00",$100.00,0,,540
2022/04/14 05:00:00+00,2022-04-1980,Project Finaled / Closed,Commercial,Replace Meter base and Disconnect,Electrical Standalone,"2318 ROCK ISLAND RD, IRVING TX 75060","$2,000.00",$52.00,5700,2022/05/05 05:00:00+00,541
2022/05/09 05:00:00+00,2022-03-1449,Project Finaled / Closed,Commercial,Interior office space remodel to create a new vacancy for leasing (Spec Suite),Alteration/Renovation,"125 E JOHN W CARPENTER FWY, 1325, Irving TX 75039","$89,600.00",$482.50,1993,2022/08/29 05:00:00+00,542
2022/04/14 05:00:00+00,2022-03-722,Project Finaled / Closed,Commercial,Wall mounted illuminated channel letters,Sign,"5330 N MACARTHUR BLVD, 140, Irving TX 75038","$1,800.00",$150.00,112.5,2022/04/25 05:00:00+00,543
2022/05/09 05:00:00+00,2022-03-1471,Project Finaled / Closed,Commercial,"Interior office space remodel
(8/4/22 changed from spec suite to a suite with a tenant)",Alteration/Renovation,"125 E John Carpenter Fwy, 1350, Irving TX 75062","$120,400.00",$689.25,3010,2022/09/02 05:00:00+00,544
2022/04/14 05:00:00+00,2022-03-633,Application Received,Commercial,"Monument Sign with Sign Base, Sign- double sided layered .063 aluminum with layered acrylic letters ""BRAXTON"" and 3/8"" acrylic ""THE"" with black vinly adress and black paint. Base- .040 aluminum painted black with 1/2"" spaced trex detail. 4"" x 4"" metal posts 48"" into ground",Sign,"3602 N COUNTRY CLUB RD, Irving TX 75062","$12,000.00",$100.00,0,,545
